"","City","Positive","Negative"
"21332","Chattanooga Valley",20,6
"21333","Luthersville",3,0
"21334","Dawson",19,15
"21335","Graham",26,19
"21336","Cotton",32,10
"21337","La Grange",27,10
"21338","Lenox",33,5
"21339","Forest Park",31,16
"21340","Austell",32,5
"21341","Oakman",21,13
"21342","Richwood",40,3
"21343","Dallas",34,8
"21344","Fortson",25,4
"21345","Oliver",23,9
"21346","Powelton",10,0
"21347","Carnegie",31,11
"21348","Clarkdale",34,8
"21349","Smarr",14,17
"21350","Senoia",34,6
"21351","Riverside",27,9
"21352","Turin",43,3
"21353","Cedar Springs",40,1
"21354","Peachtree Corners",33,3
"21355","Metcalf",9,13
"21356","Mendes",17,2
"21357","Louise",24,15
"21358","Brooklyn",23,22
"21359","Baxley",26,16
"21360","Mansfield",35,5
"21361","Carl",13,25
"21362","Redan",22,11
"21363","Queensland",23,20
"21364","Waynesboro",28,8
"21365","Alapaha",0,49
"21366","Pittman",30,6
"21367","Allenhurst",7,5
"21368","Leary",22,16
"21369","Oakland Heights",10,1
"21370","Center",26,15
"21371","Montezuma",14,20
"21372","Ocee",15,1
"21373","Clermont",30,10
"21374","Ducktown",3,4
"21375","Macland",5,1
"21376","Corinth",27,6
"21377","Franklin Springs",34,6
"21378","Marlow",27,12
"21379","Mayfield",21,15
"21380","Kingsland",23,9
"21381","Douglas",28,9
"21382","Whitemarsh Island",19,22
"21383","Fayetteville",19,16
"21384","Free Home",43,7
"21385","Ringgold",30,8
"21386","Bowdon Junction",0,0
"21387","Bonaire",32,5
"21388","Hickox",37,3
"21389","Rossville",23,14
"21390","Sandy Plains",28,4
"21391","Dewy Rose",18,8
"21392","Belvedere Park",19,4
"21393","Eton",30,9
"21394","Salem",23,14
"21395","Bethlehem",35,7
"21396","Harrison",20,3
"21397","Cleveland",22,11
"21398","Tignall",2,18
"21399","East Newnan",5,1
"21400","Doraville",26,5
"21401","Shannon",29,11
"21402","Culloden",17,10
"21403","Bronwood",0,0
"21404","Graysville",12,11
"21405","Primrose",32,4
"21406","Mineral Bluff",2,3
"21407","Danville",22,17
"21408","Athens",38,7
"21409","Morganton",19,1
"21410","Pulaski",24,10
"21411","Atkinson",26,11
"21412","Rochelle",24,9
"21413","Pearson",32,11
"21414","East Griffin",23,9
"21415","Beach",37,6
"21416","Cumming",6,6
"21417","Hawkinsville",33,15
"21418","Lizella",5,5
"21419","Georgetown",36,10
"21420","Odum",24,5
"21421","Pavo",35,6
"21422","Luke",27,10
"21423","Nashville",31,5
"21424","Campbellton",8,27
"21425","Lovejoy",23,11
"21426","Iron City",29,12
"21427","Bowersville",0,0
"21428","East Juliette",9,0
"21429","LaFayette",24,11
"21430","Fairview",16,18
"21431","Garden City",44,5
"21432","Oxford",26,9
"21433","Dock Junction",2,10
"21434","Waco",17,17
"21435","Skidaway Island",7,6
"21436","Hardwick",24,11
"21437","Homerville",13,2
"21438","Lithia Springs",27,3
"21439","Brewton",33,9
"21440","Alma",34,7
"21441","Ila",32,6
"21442","Cox",16,10
"21443","Euharlee",9,0
"21444","Reidsville",38,7
"21445","Morris",22,6
"21446","Raleigh",39,4
"21447","Menlo",18,24
"21448","Mitchell",24,9
"21449","Buckhead",4,41
"21450","Hampton",22,15
"21451","Clarkston",29,8
"21452","Juniper",31,8
"21453","Smyrna",32,7
"21454","Broadhurst",15,7
"21455","Perkins",32,8
"21456","Wilmington Island",11,25
"21457","Carsonville",1,3
"21458","Carlton",18,14
"21459","Millen",16,6
"21460","Lula",21,18
"21461","Jerusalem",19,19
"21462","East Dublin",36,5
"21463","Gordon",23,7
"21464","Albany",25,12
"21465","Griffin",34,10
"21466","Sapelo Island",9,0
"21467","Conyers",19,17
"21468","Woodland",30,10
"21469","Sigsbee",22,3
"21470","Sargent",25,14
"21471","Saint Marys",43,6
"21472","Haylow",17,16
"21473","Ellabell",10,6
"21474","Flovilla",4,5
"21475","Johnson Corner",39,7
"21476","Sirmans",37,5
"21477","Sterling",19,10
"21478","Clarkesville",20,6
"21479","Milford",26,11
"21480","Harlem",40,2
"21481","Stone Mountain",22,2
"21482","Statham",17,21
"21483","Spring Place",41,2
"21484","Woolsey",26,18
"21485","Norman Park",31,6
"21486","Warm Springs",36,10
"21487","Lilburn",29,11
"21488","Cartersville",11,23
"21489","Tarver",24,9
"21490","Alto",29,7
"21491","Roberta",12,16
"21492","Woodbine",22,15
"21493","Brinson",23,13
"21494","Bowman",28,11
"21495","James",28,13
"21496","Adairsville",31,2
"21497","Sardis",19,26
"21498","Alamo",32,5
"21499","Nelson",19,11
"21500","Tate City",37,12
"21501","Gough",11,12
"21502","Bowdon",37,3
"21503","Baconton",7,6
"21504","Social Circle",29,11
"21505","Cisco",33,7
"21506","Kite",28,11
"21507","Molena",24,0
"21508","Dahlonega",24,4
"21509","Belmont",36,5
"21510","Louisville",29,13
"21511","Jacksonville",36,8
"21512","Sylvania",35,8
"21513","Shady Dale",6,3
"21514","Jasper",29,9
"21515","Cairo",19,14
"21516","Dakota",21,3
"21517","South Fulton",40,2
"21518","Brooklet",18,7
"21519","Hiltonia",1,1
"21520","Lakemont",38,2
"21521","Alvaton",9,3
"21522","Perry",13,5
"21523","Wenona",38,5
"21524","Arcade",41,8
"21525","Warwick",42,3
"21526","Topeka Junction",10,5
"21527","Sumter",26,8
"21528","Andersonville",19,14
"21529","Gainesville",22,13
"21530","Plains",35,12
"21531","Bonanza",44,3
"21532","Between",32,12
"21533","Fargo",25,15
"21534","East Point",21,8
"21535","Piedmont",25,16
"21536","Meridian",24,2
"21537","Vienna",30,7
"21538","Chestnut Mountain",18,0
"21539","College Park",25,14
"21540","Dooling",24,12
"21541","Gardi",15,25
"21542","Hiram",17,15
"21543","Temple",21,23
"21544","Oconee",24,16
"21545","Charing",17,7
"21546","Irwinville",2,1
"21547","Sugar Valley",35,6
"21548","Vidette",22,14
"21549","Oakfield",20,10
"21550","Brunswick",30,12
"21551","Gray",23,13
"21552","Dearing",34,7
"21553","Sandersville",23,19
"21554","Nicholson",23,14
"21555","Columbus",29,11
"21556","Burroughs",15,34
"21557","Chester",37,3
"21558","Forsyth",26,7
"21559","Saint Simons",44,1
"21560","Philomath",31,8
"21561","Santa Claus",23,16
"21562","Macon",31,7
"21563","Newington",23,22
"21564","West Point",8,40
"21565","Madison",28,9
"21566","Tennille",30,6
"21567","Stillmore",4,8
"21568","Ochlocknee",0,0
"21569","Esom Hill",2,0
"21570","Oglesby",20,26
"21571","Nicholls",40,3
"21572","Nahunta",49,0
"21573","Red Oak",19,13
"21574","Camak",9,5
"21575","Cusseta",8,6
"21576","North Atlanta",47,2
"21577","Bridgeboro",4,1
"21578","Pendergrass",29,5
"21579","Meigs",24,12
"21580","Du Pont",34,8
"21581","Nunez",16,24
"21582","Scotland",26,15
"21583","Greenville",20,16
"21584","Linton",28,13
"21585","Ruckersville",26,8
"21586","Experiment",22,20
"21587","Arcola",40,3
"21588","Berkeley Lake",23,1
"21589","Thomasville",28,8
"21590","Tifton",27,5
"21591","Penfield",24,5
"21592","Eldorado",22,13
"21593","Statenville",0,3
"21594","Garden Lakes",46,1
"21595","Floyd",30,14
"21596","Sunnyside",29,13
"21597","Portal",21,10
"21598","Stewart",32,4
"21599","Ludowici",13,7
"21600","Herod",32,11
"21601","Ambrose",25,14
"21602","Jenkinsburg",2,1
"21603","Norwood",26,17
"21604","Trenton",23,13
"21605","Lindale",32,4
"21606","Maxeys",5,2
"21607","Ellenton",27,7
"21608","Hahira",22,12
"21609","Franklin",25,6
"21610","Irondale",26,5
"21611","Adrian",25,7
"21612","Yorkville",32,2
"21613","Clyattville",1,2
"21614","Eastman",28,10
"21615","Greensboro",31,13
"21616","Morven",28,9
"21617","Geneva",41,6
"21618","Dixie",22,5
"21619","Stockton",17,23
"21620","Damascus",26,12
"21621","Lawrenceville",26,7
"21622","South Newport",46,1
"21623","Preston",24,15
"21624","Sale City",27,5
"21625","Panthersville",28,9
"21626","Reynoldsville",6,5
"21627","North High Shoals",12,0
"21628","Silver City",35,7
"21629","Keysville",7,25
"21630","Soperton",7,2
"21631","Bainbridge",31,14
"21632","Ideal",41,3
"21633","Cave Spring",32,14
"21634","Demorest",28,10
"21635","Coverdale",22,16
"21636","Oakwood",38,8
"21637","Tate",42,3
"21638","Hephzibah",32,11
"21639","McBean",26,9
"21640","Conley",31,6
"21641","Thomaston",23,6
"21642","Rockingham",19,8
"21643","Camilla",34,10
"21644","Homeland",37,9
"21645","Yonah",21,15
"21646","Cooper Heights",10,2
"21647","Hillsboro",25,8
"21648","Springfield",25,14
"21649","Weston",21,10
"21650","Thunderbolt",13,30
"21651","Manor",37,4
"21652","Woodbury",28,12
"21653","Jakin",26,13
"21654","Varnell",25,11
"21655","Avalon",22,13
"21656","Glenwood",22,8
"21657","Thalmann",20,12
"21658","Ty Ty",25,16
"21659","Mountain Park",38,0
"21660","Norristown",24,13
"21661","Quitman",18,3
"21662","Mount Vernon",23,11
"21663","Milton",27,13
"21664","Kinderlou",7,0
"21665","Omaha",30,9
"21666","Surrency",14,2
"21667","Keller",39,8
"21668","Fort Gaines",4,1
"21669","Ball Ground",18,17
"21670","Luella",23,14
"21671","Morgan",39,9
"21672","Kildare",37,2
"21673","Riverdale",11,8
"21674","Lone Oak",25,20
"21675","Adel",15,23
"21676","Roopville",1,1
"21677","Twin City",44,2
"21678","Girard",12,20
"21679","Fairmount",31,5
"21680","Cuthbert",27,4
"21681","Roswell",27,15
"21682","Hapeville",39,0
"21683","Climax",38,11
"21684","Charles",29,4
"21685","Donovan",35,9
"21686","Fleming",20,13
"21687","Scott",19,23
"21688","Bogart",27,5
"21689","Clem",21,11
"21690","Empire",37,8
"21691","Everett",29,10
"21692","Warsaw",27,9
"21693","Burney",11,2
"21694","Delphi",31,10
"21695","Kouts",21,26
"21696","Bengal",9,15
"21697","Plainville",20,11
"21698","Brownsburg",36,8
"21699","Bippus",6,0
"21700","Wabash",30,5
"21701","Otterbein",23,4
"21702","Highwoods",28,5
"21703","Crocker",23,13
"21704","Edwardsport",0,8
"21705","DeMotte",8,7
"21706","Etna Green",4,0
"21707","Liverpool",33,9
"21708","State Line",23,22
"21709","Monroe City",18,29
"21710","New Washington",34,16
"21711","Shelby",27,14
"21712","Fremont",17,9
"21713","Lydick",10,5
"21714","Avilla",32,5
"21715","Majenica",8,0
"21716","Modoc",29,13
"21717","Shirley",36,8
"21718","Atlanta",33,4
"21719","Charlestown",22,9
"21720","Whitestown",29,8
"21721","Batesville",27,12
"21722","Rolling Prairie",8,7
"21723","Holland",14,10
"21724","Monterey",30,10
"21725","Huntertown",19,2
"21726","New Amsterdam",46,2
"21727","Monon",27,12
"21728","Fowler",47,0
"21729","Jonesville",14,28
"21730","Chesterfield",25,8
"21731","Lincoln Hills",25,18
"21732","McCordsville",35,6
"21733","Goshen",15,22
"21734","Bucktown",28,7
"21735","Williams Creek",28,6
"21736","Blountsville",4,45
"21737","Herbst",20,11
"21738","Pierceton",0,0
"21739","Crandall",29,8
"21740","Lagro",27,14
"21741","Vallonia",2,0
"21742","Thorntown",4,0
"21743","Alpine",30,5
"21744","Griffith",29,10
"21745","Mecca",23,23
"21746","Winchester",31,9
"21747","Jeffersonville",21,13
"21748","Lebanon",28,15
"21749","Denver",32,8
"21750","Medaryville",2,1
"21751","Burlington",23,13
"21752","Somerset",33,6
"21753","Hamlet",29,9
"21754","Norway",28,6
"21755","Whiteland",17,17
"21756","South Haven",34,11
"21757","Churubusco",14,12
"21758","Lamar",22,12
"21759","Spring Hills",31,8
"21760","Saint Meinrad",21,0
"21761","Clear Creek",37,7
"21762","Hammond",30,15
"21763","Kniman",1,0
"21764","Hamilton",31,2
"21765","Pimento",31,5
"21766","Freetown",39,7
"21767","Emma",30,9
"21768","Brownstown",27,5
"21769","Freedom",33,12
"21770","Warren Park",16,26
"21771","Dupont",29,7
"21772","Uniondale",46,2
"21773","Silver Lake",31,4
"21774","West College Corner",4,1
"21775","English",39,5
"21776","Medora",28,9
"21777","Spencer",28,5
"21778","Saint Mary-of-the-Woods",50,0
"21779","Borden",21,16
"21780","Burket",13,9
"21781","Lyons",19,22
"21782","Wingate",20,19
"21783","West Baden Springs",3,0
"21784","Hatfield",32,7
"21785","Terre Haute",22,19
"21786","Corydon",16,5
"21787","Sweetser",33,8
"21788","LaPorte",44,4
"21789","Spring Grove",28,12
"21790","Orleans",22,7
"21791","Russellville",7,40
"21792","Markle",26,4
"21793","Middlebury",44,4
"21794","Odell",30,8
"21795","New Elliott",42,4
"21796","Scottsburg",26,6
"21797","Munster",31,11
"21798","Redkey",5,4
"21799","Holton",31,8
"21800","Laketon",22,28
"21801","Richmond",22,24
"21802","Gessie",7,0
"21803","Town of Pines",16,2
"21804","Roachdale",3,3
"21805","New Market",42,5
"21806","New Salem",28,17
"21807","Gas City",28,14
"21808","Columbus",23,16
"21809","Buena Vista",26,5
"21810","Seymour",21,20
"21811","South Bend",29,15
"21812","Vernon",24,8
"21813","Wanatah",2,3
"21814","Akron",24,12
"21815","Carbon",21,20
"21816","Kewanna",7,2
"21817","Royal Center",42,5
"21818","Cory",14,24
"21819","Attica",20,18
"21820","West Lafayette",22,8
"21821","New Harmony",48,1
"21822","Milan",25,11
"21823","Fair Oaks",45,1
"21824","Burrows",29,9
"21825","New Pekin",40,1
"21826","Greens Fork",21,7
"21827","Morocco",32,9
"21828","Vera Cruz",26,5
"21829","Dyer",32,8
"21830","Clinton",19,30
"21831","Azalia",27,9
"21832","Upland",34,3
"21833","Albion",44,2
"21834","Saint Leon",19,3
"21835","Greenfield",21,19
"21836","Greendale",24,2
"21837","Bath",40,8
"21838","Westphalia",7,12
"21839","Coal City",27,10
"21840","Amboy",20,17
"21841","Centerville",23,10
"21842","Kentland",20,8
"21843","Crows Nest",22,10
"21844","New Chicago",49,0
"21845","Onward",19,25
"21846","Millgrove",12,0
"21847","Cato",21,22
"21848","North Terre Haute",29,9
"21849","Plainfield",33,2
"21850","Mount Summit",2,0
"21851","Utica",28,9
"21852","Syracuse",35,6
"21853","Waterloo",20,6
"21854","Owensburg",0,2
"21855","Raymond",26,9
"21856","Chambersburg",27,12
"21857","Underwood",33,9
"21858","Knightsville",6,1
"21859","Stroh",27,14
"21860","Clayton",29,9
"21861","Tocsin",7,1
"21862","Cedar Grove",37,7
"21863","Columbia City",36,5
"21864","Smithville",34,2
"21865","Hanover",30,12
"21866","Simonton Lake",4,0
"21867","Fish Lake",20,24
"21868","Lowell",12,29
"21869","Star City",47,0
"21870","Schneider",25,12
"21871","Cicero",30,15
"21872","Laud",31,11
"21873","North Manchester",34,7
"21874","Bunker Hill",18,11
"21875","Hartsville",23,7
"21876","Dillsboro",7,2
"21877","Jasonville",5,1
"21878","Michiana Shores",1,0
"21879","Mexico",32,15
"21880","Shipshewana",41,3
"21881","Kingman",5,40
"21882","Elnora",28,6
"21883","Winamac",14,13
"21884","Newport",26,6
"21885","Metea",26,9
"21886","Monroe",26,16
"21887","Oldenburg",34,7
"21888","Moores Hill",33,17
"21889","Markleville",9,0
"21890","La Fontaine",24,6
"21891","Arlington",22,10
"21892","Orland",25,7
"21893","New Salisbury",45,3
"21894","Brook",24,13
"21895","Milltown",25,10
"21896","Montgomery",28,8
"21897","Covington",2,9
"21898","Indian Springs",39,2
"21899","Cromwell",21,14
"21900","Lynnville",19,4
"21901","Bluffton",38,5
"21902","Beal",28,8
"21903","West Lebanon",20,14
"21904","Wallace",17,29
"21905","Zanesville",21,8
"21906","Monticello",37,4
"21907","Salamonia",2,0
"21908","Ingalls",32,8
"21909","Kempton",26,16
"21910","Fort Wayne",27,11
"21911","Stockwell",19,18
"21912","Jonesboro",18,20
"21913","Avon",39,6
"21914","Harrodsburg",45,2
"21915","Laotto",2,1
"21916","Yoder",21,12
"21917","Sims",19,25
"21918","Rome City",36,0
"21919","Ashley",28,2
"21920","Martinsville",12,8
"21921","Mooreland",35,5
"21922","Middletown",24,14
"21923","Waveland",2,28
"21924","Topeka",10,30
"21925","Webster",30,9
"21926","Stillwell",18,18
"21927","Hidden Valley",33,12
"21928","Ladoga",10,8
"21929","River Forest",24,9
"21930","Solitude",31,15
"21931","Metamora",21,9
"21932","Montpelier",19,8
"21933","Bargersville",27,10
"21934","Cross Plains",23,19
"21935","Gary",26,11
"21936","Arcola",40,3
"21937","Lizton",4,0
"21938","Shepardsville",1,0
"21939","Pine Village",29,3
"21940","Frankfort",21,18
"21941","Sharptown",3,1
"21942","Waterford",29,15
"21943","Liberty",28,13
"21944","Center Point",37,9
"21945","Coalmont",4,0
"21946","Harmony",43,6
"21947","Peru",43,2
"21948","Jamestown",26,7
"21949","Mount Ayr",36,3
"21950","Scipio",18,18
"21951","Millhousen",0,0
"21952","Ross",11,32
"21953","North Webster",33,1
"21954","Millersburg",39,2
"21955","Elizabeth",31,9
"21956","Black Oak",26,18
"21957","Oakland City",15,17
"21958","Libertyville",41,5
"21959","Avoca",33,3
"21960","Ellettsville",21,18
"21961","Marion",26,9
"21962","Chesterton",21,13
"21963","Burnettsville",1,0
"21964","Napoleon",26,12
"21965","Bloomingdale",37,8
"21966","Rockport",29,8
"21967","Brookston",39,0
"21968","Buck Creek",17,13
"21969","Walkerton",7,37
"21970","Castleton",31,11
"21971","Windfall",38,9
"21972","Wheatfield",31,7
"21973","Daleville",40,1
"21974","Westfield",28,7
"21975","Buffalo",23,17
"21976","Tyner",28,7
"21977","Beverly Shores",2,1
"21978","Angola",18,13
"21979","Boston",36,6
"21980","Dayton",24,15
"21981","Valparaiso",31,5
"21982","Ridgeville",16,29
"21983","Sulphur Springs",41,6
"21984","Cuzco",27,11
"21985","Battle Ground",17,24
"21986","Osceola",31,12
"21987","Lake Hart",29,8
"21988","Huntington",13,20
"21989","Orestes",21,16
"21990","Brazil",31,16
"21991","Manson",22,12
"21992","West Harrison",24,17
"21993","Wilkinson",40,6
"21994","Osgood",29,7
"21995","Winfield",17,10
"21996","Ambia",16,3
"21997","Lanesville",19,6
"21998","Koontz Lake",0,0
"21999","Indian Village",37,9
"22000","Parker City",25,13
"22001","Elkhart",17,9
"22002","Selma",23,14
"22003","Merriam",23,7
"22004","Argos",29,7
"22005","Hardinsburg",7,0
"22006","Carmel",31,11
"22007","Odon",19,15
"22008","Yankeetown",17,0
"22009","Matthews",21,21
"22010","Huntingburg",29,3
"22011","Oolitic",32,1
"22012","Farmland",29,12
"22013","Paoli",30,8
"22014","Rockville",44,4
"22015","Chalmers",30,14
"22016","Laconia",43,5
"22017","Hagerstown",29,9
"22018","Elizaville",0,1
"22019","Malden",37,9
"22020","Burnett",30,7
"22021","Flat Rock",28,10
"22022","Kurtz",26,16
"22023","Whitewater",16,20
"22024","Universal",35,11
"22025","Kokomo",29,5
"22026","Larwill",6,1
"22027","Auburn",33,4
"22028","Maxwell",22,7
"22029","Woodlawn Heights",19,0
"22030","Catlin",19,9
"22031","Cambridge City",37,7
"22032","Americus",21,18
"22033","Crown Point",25,11
"22034","Wellsboro",23,13
"22035","Denham",17,8
"22036","Cannelton",8,3
"22037","East Germantown",16,10
"22038","Clear Lake",40,6
"22039","Elberfeld",20,4
"22040","Corunna",37,6
"22041","New Whiteland",22,1
"22042","Danville",22,17
"22043","Westport",40,5
"22044","Pleasant Lake",34,11
"22045","Yeoman",36,7
"22046","Williams",21,7
"22047","Edgewood",27,17
"22048","Lapel",28,13
"22049","Caborn",6,3
"22050","Marengo",28,11
"22051","Marshfield",15,25
"22052","Alton",27,4
"22053","Cayuga",12,29
"22054","Linwood",28,11
"22055","Poseyville",2,0
"22056","West Terre Haute",10,1
"22057","Dunlap",14,25
"22058","Newberry",26,4
"22059","Wheatland",34,9
"22060","Jalapa",24,11
"22061","Connersville",26,9
"22062","Leopold",25,7
"22063","Decatur",11,32
"22064","Fortville",19,6
"22065","Lynn",31,5
"22066","Sheridan",25,12
"22067","Lake Holiday",42,4
"22068","Servia",17,13
"22069","Lafayette",29,9
"22070","New Palestine",35,12
"22071","Boonville",39,1
"22072","Ainsworth",24,15
"22073","Sedalia",29,4
"22074","Meridian Hills",6,0
"22075","Galveston",21,14
"22076","Alfordsville",0,0
"22077","Independence Hill",13,8
"22078","Lewis",23,10
"22079","East Chicago",30,10
"22080","Green Acres",22,15
"22081","Paragon",25,8
"22082","Glenwood",22,8
"22083","Kimmell",20,17
"22084","Emison",28,11
"22085","Hoagland",26,11
"22086","Reynolds",28,13
"22087","Melody Hill",28,3
"22088","Colfax",24,12
"22089","Saint Bernice",14,0
"22090","Losantville",4,0
"22091","Fowlerton",1,25
"22092","Howe",32,10
"22093","Southport",24,6
"22094","Clarksville",28,10
"22095","Bass Lake",35,10
"22096","Morristown",19,8
"22097","Spurgeon",30,12
"22098","Kent",28,6
"22099","Ogden Dunes",1,1
"22100","Frankton",40,0
"22101","Roll",24,13
"22102","Tell City",39,5
"22103","Brooksburg",1,0
"22104","Koleen",17,16
"22105","Perrysville",18,9
"22106","Walton",35,6
"22107","Lewisville",32,7
"22108","North Salem",16,23
"22109","Newtown",37,5
"22110","Fishers",32,1
"22111","Kingsford Heights",1,0
"22112","Liberty Park",47,2
"22113","Morgantown",21,21
"22114","Bedford",32,4
"22115","Patriot",44,5
"22116","Zionsville",38,6
"22117","Dublin",30,13
"22118","Lexington",27,8
"22119","Eaton",27,8
"22120","Noblesville",30,8
"22121","New Albany",36,9
"22122","Point Isabel",19,16
"22123","Country Squire Lakes",5,1
"22124","Sullivan",26,8
